country_code,CPV,total_value_sme,n_contracts_sme,n_contractors_sme,total_value_large,n_contracts_large,n_contractors_large
LV,09131100,289256.0,1,1,0.0,0,0
LV,09133000,433920.0,2,2,0.0,0,0
LV,09332000,3703133.9,4,4,0.0,0,0
LV,14000000,1000000.0,5,5,0.0,0,0
LV,14211000,2000000.0000000005,15,15,0.0,0,0
LV,14211100,319736.0,1,1,0.0,0,0
LV,14212320,852000.0,1,1,0.0,0,0
LV,15100000,325000.0,1,1,0.0,0,0
LV,15110000,255650.96000000002,26,26,0.0,0,0
LV,15112100,198000.0,1,1,0.0,0,0
LV,15300000,149643.4,5,5,0.0,0,0
LV,15500000,819362.8,2,2,0.0,0,0
LV,15711000,204695.0,1,1,0.0,0,0
LV,15713000,182646.0,3,3,0.0,0,0
LV,15800000,1331200.15,40,40,0.0,0,0
LV,15810000,200000.0,6,6,0.0,0,0
LV,16000000,1265065.0000000002,17,17,0.0,0,0
LV,16310000,307248.0,5,5,0.0,0,0
LV,16700000,1415835.0699999998,13,13,0.0,0,0
LV,18000000,424829.9,2,2,0.0,0,0
LV,18100000,2982549.4,27,27,0.0,0,0
LV,18200000,1185800.0,1,1,0.0,0,0
LV,18310000,430883.9,4,4,0.0,0,0
LV,18317000,674709.0,4,4,0.0,0,0
LV,18400000,12046337.719999999,22,22,0.0,0,0
LV,18410000,2282851.0,1,1,0.0,0,0
LV,18412100,1116012.4,1,1,0.0,0,0
LV,18443300,27279.0,1,1,0.0,0,0
LV,18512000,36614.880000000005,2,2,0.0,0,0
LV,18512100,1282018.85,7,7,0.0,0,0
LV,18800000,628890.0,6,6,0.0,0,0
LV,18812200,87000.0,1,1,0.0,0,0
LV,18830000,632000.0,5,5,0.0,0,0
LV,19220000,4997.05,1,1,0.0,0,0
LV,19520000,117633.5,2,2,0.0,0,0
LV,19640000,80000.0,2,2,0.0,0,0
LV,22000000,848250.1499999999,7,7,0.0,0,0
LV,22112000,500000.0,5,5,0.0,0,0
LV,22400000,4068878.67,2,2,0.0,0,0
LV,22450000,224000.0,1,1,0.0,0,0
LV,22458000,21335.870000000003,7,7,0.0,0,0
LV,22462000,92029.15,3,3,0.0,0,0
LV,22800000,490.28,2,2,0.0,0,0
LV,22993400,584100.0,1,1,0.0,0,0
LV,24111500,2983563.0,11,11,0.0,0,0
LV,24300000,59340.46,18,18,0.0,0,0
LV,24322210,0.0,0,1,0.0,0,0
LV,24327100,156416.0,1,1,0.0,0,0
LV,24400000,150000.0,2,2,0.0,0,0
LV,24440000,169951.69999999998,4,4,0.0,0,0
LV,24450000,70000.0,1,1,0.0,0,0
LV,24451000,3639765.4599999995,11,11,0.0,0,0
LV,24590000,1150.0,1,1,0.0,0,0
LV,24900000,50000.0,2,2,0.0,0,0
LV,24951310,1182086.2,4,4,0.0,0,0
LV,24960000,1110989.5,10,10,0.0,0,0
LV,30000000,11526982.899999999,112,117,0.0,0,0
LV,30121400,26103.81,5,5,0.0,0,0
LV,30122200,448936.79,24,24,0.0,0,0
LV,30123610,100970.0,1,1,0.0,0,0
LV,30190000,577982.0,2,2,0.0,0,0
LV,30192000,54583.04000000001,8,8,0.0,0,0
LV,30192700,2782913.1100000003,59,59,0.0,0,0
LV,30197600,4190008.86,90,90,0.0,0,0
LV,30197610,268200.0,1,1,0.0,0,0
LV,30200000,15208438.82,73,92,0.0,0,0
LV,30210000,105450.0,1,1,0.0,0,0
LV,30213100,214771.69999999998,8,8,0.0,0,0
LV,30230000,19220.0,2,2,0.0,0,0
LV,30231300,2954561.29,54,54,0.0,0,0
LV,30232100,5888.0,1,1,0.0,0,0
LV,30236000,141089.22,1,1,0.0,0,0
LV,30236200,569873.0,2,2,0.0,0,0
LV,30237000,159999.0,1,2,0.0,0,0
LV,30237200,950000.0,1,1,0.0,0,0
LV,31100000,61583.55,2,2,0.0,0,0
LV,31120000,80700.06,4,4,0.0,0,0
LV,31121000,367031.9,3,3,0.0,0,0
LV,31213300,47060.0,1,1,0.0,0,0
LV,31230000,5528582.299999999,15,15,0.0,0,0
LV,31320000,18479575.0,5,5,0.0,0,0
LV,31321210,1606660.0,1,1,0.0,0,0
LV,31321220,1597740.0,1,1,0.0,0,0
LV,31400000,347107.43000000005,2,2,0.0,0,0
LV,31500000,807370.73,11,11,0.0,0,0
LV,31518000,31422.25,1,1,0.0,0,0
LV,31531000,51840.0,1,1,0.0,0,0
LV,31600000,55851.12,1,1,0.0,0,0
LV,31644000,170079.0,1,1,0.0,0,0
LV,31700000,178650.0,3,3,0.0,0,0
LV,31730000,41355.0,3,3,0.0,0,0
LV,32000000,4529.42,1,1,0.0,0,0
LV,32210000,484500.0,2,2,0.0,0,0
LV,32232000,3381.2,1,1,0.0,0,0
LV,32250000,36160.97000000001,9,9,0.0,0,0
LV,32270000,253770.0,1,1,0.0,0,0
LV,32300000,234508.0,2,2,0.0,0,0
LV,32320000,109620.0,1,1,0.0,0,0
LV,32321200,36062.0,1,1,0.0,0,0
LV,32323500,4472684.0,4,5,0.0,0,0
LV,32333000,153100.0,1,1,0.0,0,0
LV,32344230,6305453.33,2,2,0.0,0,0
LV,32351200,300000.0,1,1,0.0,0,0
LV,32400000,600000.0,1,1,0.0,0,0
LV,32412100,22203.93,2,2,0.0,0,0
LV,32500000,90072.87999999999,2,2,0.0,0,0
LV,32571000,54501.82,1,1,0.0,0,0
LV,33111000,423600.0,3,3,0.0,0,0
LV,33111610,2071340.0,1,1,0.0,0,0
LV,33111720,1314000.0,1,1,0.0,0,0
LV,33111800,100000.0,1,1,0.0,0,0
LV,33112100,714000.0,1,1,0.0,0,0
LV,33113000,1595000.0,1,1,0.0,0,0
LV,33115100,1239789.0,1,1,0.0,0,0
LV,33123200,10322.0,2,2,0.0,0,0
LV,33124100,159999.0,1,1,0.0,0,0
LV,33130000,552487.59,34,34,0.0,0,0
LV,33140000,1409076.3299999998,40,40,0.0,0,0
LV,33141000,1851676.5,130,130,0.0,0,0
LV,33141800,600000.0,542,542,0.0,0,0
LV,33152000,40395.0,9,9,0.0,0,0
LV,33157110,28606.52,1,1,0.0,0,0
LV,33157400,689066.9,7,7,0.0,0,0
LV,33161000,42005.0,3,3,0.0,0,0
LV,33162000,54459.5,4,4,0.0,0,0
LV,33162200,100000.0,2,2,0.0,0,0
LV,33163000,169980.0,1,1,0.0,0,0
LV,33168000,391385.0,14,14,0.0,0,0
LV,33168100,161000.0,2,2,0.0,0,0
LV,33169000,100000.0,3,3,0.0,0,0
LV,33180000,1180365.0,1,1,0.0,0,0
LV,33181000,518588.17,2,2,0.0,0,0
LV,33182100,80000.0,1,1,0.0,0,0
LV,33183000,30000.0,1,1,0.0,0,0
LV,33183100,150000.0,1,1,0.0,0,0
LV,33184100,1939640.0,3,3,0.0,0,0
LV,33185000,1005416.0,4,4,0.0,0,0
LV,33185200,1300000.0,2,2,0.0,0,0
LV,33190000,2899886.32,50,50,0.0,0,0
LV,33191000,172800.0,3,3,0.0,0,0
LV,33192000,383611.81,19,19,0.0,0,0
LV,33192230,287367.0,2,2,0.0,0,0
LV,33196200,1580116.0,39,39,0.0,0,0
LV,33621200,36705.0,4,4,0.0,0,0
LV,33631600,1718042.1500000001,44,44,0.0,0,0
LV,33651500,266700.0,3,3,0.0,0,0
LV,33651600,345103.7,7,7,0.0,0,0
LV,33692000,180086.16999999998,5,5,0.0,0,0
LV,33694000,462630.0,42,42,0.0,0,0
LV,33696000,15368623.48,87,87,0.0,0,0
LV,33696500,11079188.360000001,134,134,0.0,0,0
LV,33900000,410908.37,3,3,0.0,0,0
LV,34000000,66140.0,1,1,0.0,0,0
LV,34100000,13428069.299999997,63,74,0.0,0,0
LV,34110000,3966687.74,34,34,0.0,0,0
LV,34111100,55886.49,1,1,0.0,0,0
LV,34113000,724216.0,2,2,0.0,0,0
LV,34114121,5056260.0,1,1,0.0,0,0
LV,34114200,237900.0,1,1,0.0,0,0
LV,34114400,6307289.2,9,9,0.0,0,0
LV,34120000,159635.0,1,1,0.0,0,0
LV,34121000,1099898.53,6,6,0.0,0,0
LV,34121100,11197248.31,9,9,0.0,0,0
LV,34136000,936610.25,11,11,0.0,0,0
LV,34142300,1200000.0,1,1,0.0,0,0
LV,34144000,1198943.25,2,2,0.0,0,0
LV,34144210,33270666.86,8,15,0.0,0,0
LV,34144213,1089900.0,1,1,0.0,0,0
LV,34144900,204143.45,3,3,0.0,0,0
LV,34144910,545400.0,1,1,0.0,0,0
LV,34221000,3540449.38,5,5,0.0,0,0
LV,34320000,670342.64,8,8,0.0,0,0
LV,34330000,495867.77,3,3,0.0,0,0
LV,34350000,707737.0,5,5,0.0,0,0
LV,34351100,85310.8,16,16,0.0,0,0
LV,34631000,880638.0,7,7,0.0,0,0
LV,34631400,498000.0,1,1,0.0,0,0
LV,34711200,162303.31,3,3,0.0,0,0
LV,34920000,177000.0,2,2,0.0,0,0
LV,34921000,4830450.25,13,13,0.0,0,0
LV,34927100,150000.0,1,1,0.0,0,0
LV,34928000,300000.0,3,3,0.0,0,0
LV,34928470,24794.2,1,1,0.0,0,0
LV,34928480,278836.5,4,4,0.0,0,0
LV,34941200,1882164.6,1,1,0.0,0,0
LV,34941800,0.0,0,2,0.0,0,0
LV,34946000,616205.22,7,7,0.0,0,0
LV,34947100,946200.0,1,1,0.0,0,0
LV,34992200,800000.0,3,3,0.0,0,0
LV,34993000,1068368.29,4,4,0.0,0,0
LV,35000000,148995.0,1,1,0.0,0,0
LV,35110000,1368270.0,7,7,0.0,0,0
LV,35120000,396464.55999999994,5,5,0.0,0,0
LV,35200000,1347744.48,61,67,0.0,0,0
LV,35210000,44310.1,1,1,0.0,0,0
LV,35311100,110501.3,1,1,0.0,0,0
LV,35330000,748015.97,20,31,0.0,0,0
LV,35711000,159787.68,1,1,0.0,0,0
LV,35800000,3690085.0,5,5,0.0,0,0
LV,35810000,3974075.67,30,30,0.0,0,0
LV,35811100,194160.8,3,3,0.0,0,0
LV,35811200,385697.8,16,16,0.0,0,0
LV,35811300,7465310.17,14,14,0.0,0,0
LV,35812000,194980.0,1,1,0.0,0,0
LV,35812300,1223397.27,3,3,0.0,0,0
LV,37400000,279358.65,28,28,0.0,0,0
LV,37410000,51450.0,1,1,0.0,0,0
LV,37412240,33300.0,3,3,0.0,0,0
LV,37412241,340839.0,5,5,0.0,0,0
LV,37500000,187885.64,5,5,0.0,0,0
LV,37535200,1661774.81,6,6,0.0,0,0
LV,38000000,5415784.540000001,135,135,0.0,0,0
LV,38114000,171210.0,1,1,0.0,0,0
LV,38127000,117477.0,1,1,0.0,0,0
LV,38200000,116000.0,1,1,0.0,0,0
LV,38311000,8100.0,1,1,0.0,0,0
LV,38430000,59046.8,5,5,0.0,0,0
LV,38433100,380000.0,1,1,0.0,0,0
LV,38434000,79605.0,2,2,0.0,0,0
LV,38437000,510000.0,21,21,0.0,0,0
LV,38500000,22899.0,1,1,0.0,0,0
LV,38520000,46500.0,1,1,0.0,0,0
LV,38550000,249930.02,1,1,0.0,0,0
LV,38652100,16370.0,3,3,0.0,0,0
LV,39000000,47163940.310000025,262,262,0.0,0,0
LV,39100000,3057801.7600000002,37,37,0.0,0,0
LV,39110000,137884.0,1,1,0.0,0,0
LV,39130000,58995.0,1,1,0.0,0,0
LV,39131100,396270.85,12,12,0.0,0,0
LV,39133000,12650.0,1,1,0.0,0,0
LV,39141000,163020.47,7,7,0.0,0,0
LV,39150000,658772.81,22,22,0.0,0,0
LV,39151000,44680.54,5,5,0.0,0,0
LV,39154000,64541.74,1,1,0.0,0,0
LV,39154100,3307396.0,13,15,0.0,0,0
LV,39160000,314806.95,8,8,0.0,0,0
LV,39161000,206398.0,1,1,0.0,0,0
LV,39162000,108650.0,3,3,0.0,0,0
LV,39220000,2301.21,3,3,0.0,0,0
LV,39222000,75000.0,1,1,0.0,0,0
LV,39224340,72457.2,1,1,0.0,0,0
LV,39294100,299870.66,17,17,0.0,0,0
LV,39297000,616714.15,2,2,0.0,0,0
LV,39330000,4490.0,1,1,0.0,0,0
LV,39512000,46016.270000000004,13,13,0.0,0,0
LV,39522530,560661.07,3,3,0.0,0,0
LV,39522540,2250285.0,6,6,0.0,0,0
LV,39530000,117807.55,5,5,0.0,0,0
LV,39710000,25584.940000000002,7,7,0.0,0,0
LV,39711400,7499.0,1,1,0.0,0,0
LV,39713200,141598.04,1,1,0.0,0,0
LV,39714000,1980.0,1,1,0.0,0,0
LV,39721310,140730.0,2,2,0.0,0,0
LV,39800000,340837.65,11,11,0.0,0,0
LV,41100000,30796.56,4,4,0.0,0,0
LV,42000000,1402855.8399999999,10,10,0.0,0,0
LV,42122220,59949.0,1,1,0.0,0,0
LV,42130000,56162.0,1,1,0.0,0,0
LV,42131160,441142.0,2,2,0.0,0,0
LV,42160000,157447.73,1,1,0.0,0,0
LV,42215200,275402.0,18,18,0.0,0,0
LV,42215300,8841.0,1,1,0.0,0,0
LV,42410000,59452.28,2,2,0.0,0,0
LV,42416000,295960.0,1,1,0.0,0,0
LV,42600000,8500.02,2,2,0.0,0,0
LV,42900000,85157.0,4,4,0.0,0,0
LV,42921000,73719.0,4,4,0.0,0,0
LV,42961100,295881.84,1,1,0.0,0,0
LV,42961400,380000.0,1,1,0.0,0,0
LV,42990000,297480.0,4,4,0.0,0,0
LV,42996100,299000.0,1,1,0.0,0,0
LV,43000000,1100296.1400000001,2,2,0.0,0,0
LV,43200000,1542985.0,3,3,0.0,0,0
LV,43250000,392200.0,2,2,0.0,0,0
LV,43261100,91155.0,1,1,0.0,0,0
LV,43328000,170078.7,2,2,0.0,0,0
LV,43600000,293000.0,6,6,0.0,0,0
LV,43830000,1511.38,1,1,0.0,0,0
LV,44113000,93566.13,1,1,0.0,0,0
LV,44113600,10000000.0,5,5,0.0,0,0
LV,44160000,1496946.7999999998,12,12,0.0,0,0
LV,44200000,465590.55,1,1,0.0,0,0
LV,44211100,186100.0,1,1,0.0,0,0
LV,44221100,1161881.1099999999,15,15,0.0,0,0
LV,44221200,56365.17,4,4,0.0,0,0
LV,44452000,182580.0,1,1,0.0,0,0
LV,44512000,62284.93,1,1,0.0,0,0
LV,44610000,135700.0,1,1,0.0,0,0
LV,44912100,10000000.0,6,6,0.0,0,0
LV,45111100,44818.03,2,2,0.0,0,0
LV,45112320,3130288.0900000003,22,25,0.0,0,0
LV,45112720,5881584.23,10,10,0.0,0,0
LV,45200000,3524991.0100000002,5,5,0.0,0,0
LV,45210000,12705814.039999997,7,7,0.0,0,0
LV,45211340,870915.14,1,1,0.0,0,0
LV,45212200,61221.53,1,1,0.0,0,0
LV,45212224,6329706.88,1,1,0.0,0,0
LV,45212300,12340383.69,1,2,0.0,0,0
LV,45213000,31735997.91,1,1,0.0,0,0
LV,45213250,3368046.9,1,1,0.0,0,0
LV,45213313,716265.15,4,4,0.0,0,0
LV,45215140,5288890.98,1,1,0.0,0,0
LV,45215200,858888.88,1,1,0.0,0,0
LV,45220000,6775284.59,2,2,0.0,0,0
LV,45221113,19203.45,1,1,0.0,0,0
LV,45221119,7169014.94,1,2,0.0,0,0
LV,45231400,91580.31,10,10,0.0,0,0
LV,45232140,116879.01,2,2,0.0,0,0
LV,45232221,795485.01,1,1,0.0,0,0
LV,45232400,334642.54,1,1,0.0,0,0
LV,45233161,147149.71,1,1,0.0,0,0
LV,45233200,8007186.29,8,8,0.0,0,0
LV,45233220,12469045.719999999,8,8,0.0,0,0
LV,45233221,5047844.340000001,3,3,0.0,0,0
LV,45233250,488374.89,1,1,0.0,0,0
LV,45233290,156361.58,1,1,0.0,0,0
LV,45233300,94509.67,1,1,0.0,0,0
LV,45233340,68761.27,1,1,0.0,0,0
LV,45234126,40025419.21,3,3,0.0,0,0
LV,45246400,448571.87,1,1,0.0,0,0
LV,45247230,13992800.74,1,1,0.0,0,0
LV,45260000,128335.98,1,1,0.0,0,0
LV,45262210,6357.97,1,1,0.0,0,0
LV,45300000,1451471.9900000002,3,3,0.0,0,0
LV,45312100,37000.0,2,2,0.0,0,0
LV,45316110,73166.89,1,1,0.0,0,0
LV,45320000,0.0,0,1,0.0,0,0
LV,45331220,9391.7,1,1,0.0,0,0
LV,45430000,596201.73,16,16,0.0,0,0
LV,45453000,1443463.32,9,9,0.0,0,0
LV,45454000,17585005.919999998,2,3,0.0,0,0
LV,48100000,37604.5,1,1,0.0,0,0
LV,48517000,107990.0,1,1,0.0,0,0
LV,48820000,185799.25,6,6,0.0,0,0
LV,48982000,80625.0,1,1,0.0,0,0
LV,50000000,19289973.85,92,93,0.0,0,0
LV,50100000,3178502.1199999996,112,145,0.0,0,0
LV,50110000,2268395.35,40,40,0.0,0,0
LV,50112000,240000.0,4,4,0.0,0,0
LV,50112300,65328.0,37,37,0.0,0,0
LV,50224000,1819839.68,2,2,0.0,0,0
LV,50232000,460286.3,4,4,0.0,0,0
LV,50232100,240197.67,1,1,0.0,0,0
LV,50232110,240000.0,1,1,0.0,0,0
LV,50240000,921399.82,4,4,0.0,0,0
LV,50241100,330578.0,1,1,0.0,0,0
LV,50244000,100853.56,4,4,0.0,0,0
LV,50310000,3000000.0,2,2,0.0,0,0
LV,50312000,1000000.0,1,1,0.0,0,0
LV,50324100,5000000.0,1,1,0.0,0,0
LV,50333000,297520.66,1,1,0.0,0,0
LV,50340000,5919.2,2,2,0.0,0,0
LV,50343000,400000.0,1,1,0.0,0,0
LV,50400000,2486393.38,202,202,0.0,0,0
LV,50411000,1455324.6000000003,7,7,0.0,0,0
LV,50421000,2575600.0,20,20,0.0,0,0
LV,50530000,833800.0,13,13,0.0,0,0
LV,50531000,299990.0,13,13,0.0,0,0
LV,50531200,660891.03,1,1,0.0,0,0
LV,50610000,2391401.77,5,5,0.0,0,0
LV,50640000,6508264.46,8,8,0.0,0,0
LV,50700000,1577896.18,17,17,0.0,0,0
LV,50710000,86057.5,1,1,0.0,0,0
LV,50711000,100000.0,1,1,0.0,0,0
LV,50720000,421404.96,4,4,0.0,0,0
LV,50750000,293000.0,7,7,0.0,0,0
LV,50760000,118715.83,1,1,0.0,0,0
LV,50800000,149000.0,1,1,0.0,0,0
LV,50870000,250000.0,1,1,0.0,0,0
LV,51000000,630335.03,6,7,0.0,0,0
LV,51700000,179000.0,1,1,0.0,0,0
LV,51800000,1352489.0,1,1,0.0,0,0
LV,55000000,914657.6,2,2,0.0,0,0
LV,55243000,49350.0,2,2,0.0,0,0
LV,55300000,339144.0,2,2,0.0,0,0
LV,55520000,51726906.79,33,51,0.0,0,0
LV,55521200,2062272.7000000002,12,20,0.0,0,0
LV,55523100,262001.25,1,1,0.0,0,0
LV,60000000,834711.0,42,42,0.0,0,0
LV,60112000,181058330.53000003,9,10,0.0,0,0
LV,60130000,350000.0,1,1,0.0,0,0
LV,60140000,1090988.58,33,33,0.0,0,0
LV,60180000,2800000.0,2,2,0.0,0,0
LV,60181000,0.0,0,1,0.0,0,0
LV,60200000,7253550.0,8,8,0.0,0,0
LV,60420000,1200000.0,2,2,0.0,0,0
LV,63100000,649000.0,2,2,0.0,0,0
LV,63110000,259280.0,1,1,0.0,0,0
LV,63122000,600000.0,1,1,0.0,0,0
LV,63510000,1820342.58,40,40,0.0,0,0
LV,63712000,1082644.5599999998,42,42,0.0,0,0
LV,63726700,274000.0,13,13,0.0,0,0
LV,63726800,366700.0,4,4,0.0,0,0
LV,64000000,420000.0,2,2,0.0,0,0
LV,64120000,380000.0,1,1,0.0,0,0
LV,64214100,190082.65000000002,2,2,0.0,0,0
LV,64220000,1120978.34,1,1,0.0,0,0
LV,66110000,8000000.0,1,1,0.0,0,0
LV,66512210,142600.0,1,1,0.0,0,0
LV,66514110,1029561.3400000001,2,2,0.0,0,0
LV,66515200,177906.0,1,1,0.0,0,0
LV,66516000,643300.0,4,4,0.0,0,0
LV,66516100,699735.3,2,2,0.0,0,0
LV,66516500,319893.0,1,1,0.0,0,0
LV,70110000,45980.0,19,19,0.0,0,0
LV,70112000,1087004.1,222,224,0.0,0,0
LV,70300000,430000.0,3,3,0.0,0,0
LV,71200000,294270.0,3,3,0.0,0,0
LV,71220000,6125970.98,29,30,0.0,0,0
LV,71221000,315000.0,1,1,0.0,0,0
LV,71240000,38605.0,6,6,0.0,0,0
LV,71242000,1021742.2,17,18,0.0,0,0
LV,71247000,2121402.87,144,145,0.0,0,0
LV,71248000,67251.18,6,6,0.0,0,0
LV,71300000,5160028.0,2,2,0.0,0,0
LV,71314300,181070.0,3,3,0.0,0,0
LV,71315000,20856.32,2,2,0.0,0,0
LV,71318000,450000.0,1,1,0.0,0,0
LV,71318100,211328.19999999998,6,6,0.0,0,0
LV,71319000,134111.9,15,16,0.0,0,0
LV,71320000,5080480.48,66,68,0.0,0,0
LV,71321200,6780.0,1,1,0.0,0,0
LV,71322000,2652442.51,110,111,0.0,0,0
LV,71322300,147455.0,4,4,0.0,0,0
LV,71323100,442512.52,2,2,0.0,0,0
LV,71330000,1160000.0,8,11,0.0,0,0
LV,71340000,911977.21,1,1,0.0,0,0
LV,71351913,259930.68,2,2,0.0,0,0
LV,71351914,53600.0,1,1,0.0,0,0
LV,71355000,1386938.69,117,117,0.0,0,0
LV,71400000,21600.0,1,1,0.0,0,0
LV,71410000,408330.0,3,3,0.0,0,0
LV,71500000,500000.0,2,2,0.0,0,0
LV,71520000,2504154.87,94,105,0.0,0,0
LV,71530000,217793.0,7,10,0.0,0,0
LV,71620000,85000.0,1,1,0.0,0,0
LV,71631450,156910.0,5,5,0.0,0,0
LV,71900000,672090.94,13,13,0.0,0,0
LV,72000000,12537299.610000001,28,29,0.0,0,0
LV,72211000,6003000.0,3,3,0.0,0,0
LV,72212900,223356.0,1,2,0.0,0,0
LV,72222000,56200.0,1,1,0.0,0,0
LV,72240000,150000.0,1,1,0.0,0,0
LV,72250000,545517.0,6,6,0.0,0,0
LV,72253200,2611289.25,4,4,0.0,0,0
LV,72254000,280000.0,8,8,0.0,0,0
LV,72261000,1175800.12,5,5,0.0,0,0
LV,72262000,9162029.48,7,7,0.0,0,0
LV,72265000,379753.39,1,1,0.0,0,0
LV,72267000,8440279.6,15,16,0.0,0,0
LV,72300000,262666.33,1,1,0.0,0,0
LV,72316000,278000.0,1,1,0.0,0,0
LV,72318000,6277.0,2,2,0.0,0,0
LV,72321000,360075.32,1,1,0.0,0,0
LV,72611000,840000.0,1,1,0.0,0,0
LV,72700000,250000.0,1,1,0.0,0,0
LV,72720000,350000.0,2,2,0.0,0,0
LV,72810000,420223.13999999996,5,5,0.0,0,0
LV,73120000,301500.0,1,1,0.0,0,0
LV,73210000,465732.0,5,5,0.0,0,0
LV,73300000,539287.6699999999,5,5,0.0,0,0
LV,77200000,578711.3999999999,14,14,0.0,0,0
LV,77211000,87981967.48000003,61,65,0.0,0,0
LV,77211400,135000.0,1,1,0.0,0,0
LV,77211600,405121.22,6,6,0.0,0,0
LV,77231400,200000.0,4,4,0.0,0,0
LV,77231600,3612315.07,75,75,0.0,0,0
LV,77300000,1433079.08,26,26,0.0,0,0
LV,77312100,452883.42000000004,32,32,0.0,0,0
LV,77314000,159370.5,2,2,0.0,0,0
LV,77314100,87388.08,1,1,0.0,0,0
LV,77340000,300000.0,1,1,0.0,0,0
LV,79100000,545875.0,5,10,0.0,0,0
LV,79140000,104000.0,1,1,0.0,0,0
LV,79212100,200895.0,2,2,0.0,0,0
LV,79311000,188740.0,1,1,0.0,0,0
LV,79315000,652763.55,6,6,0.0,0,0
LV,79341000,910169.56,21,21,0.0,0,0
LV,79341400,1934966.7699999998,12,15,0.0,0,0
LV,79400000,296325.0,1,1,0.0,0,0
LV,79410000,24900.0,1,1,0.0,0,0
LV,79416000,643113.0,3,3,0.0,0,0
LV,79417000,815111.6,18,20,0.0,0,0
LV,79421000,880000.0,1,4,0.0,0,0
LV,79510000,247933.88,1,1,0.0,0,0
LV,79530000,1553748.8499999999,78,78,0.0,0,0
LV,79540000,1449692.0,5,5,0.0,0,0
LV,79800000,538531.25,14,16,0.0,0,0
LV,79810000,53552.0,2,2,0.0,0,0
LV,79820000,108122.0,3,3,0.0,0,0
LV,79952100,752426.93,7,7,0.0,0,0
LV,79993000,3197774.0,3,4,0.0,0,0
LV,79997000,500000.0,1,1,0.0,0,0
LV,79999100,241150.0,1,1,0.0,0,0
LV,80000000,321578.8,4,4,0.0,0,0
LV,80400000,127594.18,39,39,0.0,0,0
LV,80510000,45223.0,1,1,0.0,0,0
LV,80511000,15360.0,1,1,0.0,0,0
LV,80522000,11064.8,1,1,0.0,0,0
LV,80561000,79186.45,7,7,0.0,0,0
LV,80570000,35000.0,2,2,0.0,0,0
LV,80590000,4747310.0,2,2,0.0,0,0
LV,85121270,865112.36,2,2,0.0,0,0
LV,85145000,100000.0,2,2,0.0,0,0
LV,85200000,535483.92,4,4,0.0,0,0
LV,85300000,3806479.62,7,7,0.0,0,0
LV,85311000,1910888.0,6,6,0.0,0,0
LV,85312500,158500.0,1,1,0.0,0,0
LV,85320000,15714087.92,12,12,0.0,0,0
LV,90000000,662611.06,3,3,0.0,0,0
LV,90400000,503383.52,1,1,0.0,0,0
LV,90420000,1476000.0,1,1,0.0,0,0
LV,90500000,7522428.0,5,5,0.0,0,0
LV,90511000,8042869.28,8,8,0.0,0,0
LV,90511300,174096.15,1,1,0.0,0,0
LV,90513600,81000.0,1,1,0.0,0,0
LV,90514000,1287900.0,2,2,0.0,0,0
LV,90520000,1363913.4,3,3,0.0,0,0
LV,90524000,143000.0,1,1,0.0,0,0
LV,90600000,16241733.39,15,30,0.0,0,0
LV,90610000,4108657.1999999997,6,6,0.0,0,0
LV,90680000,492680.98,7,7,0.0,0,0
LV,90711500,433836.25,3,3,0.0,0,0
LV,90721700,412023.86000000004,46,46,0.0,0,0
LV,90722200,50000.0,1,1,0.0,0,0
LV,90730000,3497260.0,1,1,0.0,0,0
LV,90732000,182500.0,1,1,0.0,0,0
LV,90741000,3916400.0,1,1,0.0,0,0
LV,90900000,535252.0,1,1,0.0,0,0
LV,90914000,955712.43,1,1,0.0,0,0
LV,90919000,129594.6,2,2,0.0,0,0
LV,90919200,640000.0,2,2,0.0,0,0
LV,90919300,130608.0,1,1,0.0,0,0
LV,90920000,900000.0,3,3,0.0,0,0
LV,92300000,78090.5,2,2,0.0,0,0
LV,92312000,843490.0,6,6,0.0,0,0
LV,92312210,200000.0,1,1,0.0,0,0
LV,92330000,395000.0,2,2,0.0,0,0
LV,92622000,38465.15,9,9,0.0,0,0
LV,98310000,4100276.0,14,14,0.0,0,0
LV,98392000,297750.0,1,1,0.0,0,0
LV,98393000,623246.0,10,10,0.0,0,0
MK,03120000,412570.16000000003,3,3,0.0,0,0
MK,03211400,1202963.84,1,1,0.0,0,0
MK,09343000,152029.12,2,2,0.0,0,0
MK,14400000,408485.17,1,1,0.0,0,0
MK,15894200,2.99,1,1,0.0,0,0
MK,15897000,316427.22,6,6,0.0,0,0
MK,24100000,315566.96,1,1,0.0,0,0
MK,31000000,263414.63,1,1,0.0,0,0
MK,34100000,131120.3,1,1,0.0,0,0
MK,34144210,451764.79000000004,3,3,0.0,0,0
MK,34144213,337845.73,3,5,0.0,0,0
MK,34144710,469149.5,4,4,0.0,0,0
MK,34221000,295848.29,1,1,0.0,0,0
MK,35000000,137273.67,5,5,0.0,0,0
MK,43325100,70915.31,1,1,0.0,0,0
MK,45211350,909794.6400000001,3,4,0.0,0,0
MK,45232410,16078463.71,1,1,0.0,0,0
MK,48600000,472081.45,1,1,0.0,0,0
MK,50300000,161016.51,1,3,0.0,0,0
MK,50500000,146049.84,1,1,0.0,0,0
MK,64000000,585224.95,1,1,0.0,0,0
MK,66510000,244634.39,1,2,0.0,0,0
MK,73000000,2845000.0,1,4,0.0,0,0
MK,79613000,223555.24,1,1,0.0,0,0
MK,90000000,892526.79,1,1,0.0,0,0
