country_code,CPV,total_value_sme,n_contracts_sme,n_contractors_sme,total_value_large,n_contracts_large,n_contractors_large
EE,31321220,1757162.45,4,4,274220.4,2,2
EE,33100000,5707846.17,31,31,2276539.26,2,2
EE,33141100,794491.7,30,30,37871.0,3,3
EE,33141500,690103.5,1,1,138400.0,2,2
EE,33180000,270000.0,1,1,3500000.0,1,1
EE,33600000,68911746.75,250,250,26661285.11,127,127
EE,33650000,345911.44,18,18,94938.98,11,11
EE,33651000,1644079.37,30,30,1103501.27,48,48
EE,33661100,282328.5,11,11,88418.51000000001,8,8
EE,34110000,1353667.48,14,19,3395569.46,8,16
EE,34130000,6968835.2,5,9,10612840.0,4,8
EE,34300000,11500000.0,4,4,12750000.0,4,4
EE,34993000,655305.0,1,2,2134384.1999999997,3,4
EE,38900000,134085.0,3,3,261185.95,1,1
EE,44100000,138000.0,2,2,21158000.0,17,17
EE,45213322,44829200.0,1,2,44829200.0,1,2
EE,45221120,5162197.91,2,2,10083930.0,2,2
EE,45233210,3373444.48,4,4,1622426.31,1,1
EE,48600000,805000.0,2,2,1000000.0,1,1
EE,50730000,5000000.0,4,4,252564.27,1,1
EE,55500000,844190.0,4,4,2800000.0,1,1
EE,60112000,5540529.17,2,3,19940891.0,1,1
EE,60130000,6722816.16,11,11,71141.75,1,1
EE,64200000,3800000.0,2,4,3800000.0,2,4
EE,66114000,143700.59999999998,4,4,177379.2,2,2
EE,66515000,580000.0,4,4,585000.0,5,5
EE,70332000,526209.12,1,1,1468684.8,1,1
EE,71310000,1019212.0,39,41,75000.0,1,1
EE,71320000,1105342.0,2,2,368000.0,2,2
EE,72200000,247898066.70000002,69,76,53500000.0,8,9
EE,72212991,375000000.0,15,18,100000000.0,4,5
EE,72260000,49823520.0,12,12,5000000.0,1,1
EE,72261000,1719063.89,6,7,815917.49,3,4
EE,72262000,2598960.0,5,5,1148000.0,2,2
EE,73110000,136180.0,3,3,57000.0,1,1
EE,79340000,6159700.0,4,7,149700.0,1,2
EE,79400000,149730.0,1,2,149730.0,1,2
ES,03000000,289737.65,8,8,2887114.4799999995,14,14
ES,03120000,258080.0,1,1,538603.22,1,1
ES,03121100,100912.0,2,2,1072752.8,2,3
ES,03200000,139410.11000000002,9,9,9139.24,1,1
ES,03212220,508623.76000000007,11,11,365625.92,5,5
ES,03310000,1864348.4499999997,15,15,27720.0,1,1
ES,03325000,164.02,4,4,90.01,2,2
ES,09000000,770815.26,2,2,87688368.28,12,12
ES,09100000,3118173.0,13,13,35621505.96,43,43
ES,09110000,110000.0,1,1,290400.03,1,1
ES,09122100,382942.44999999995,6,6,856321.68,3,3
ES,09123000,24142872.36,30,30,493301718.5,73,73
ES,09130000,274855.37,3,3,3453089.6799999997,17,17
ES,09132100,11989935.229999999,2,2,2450880.44,7,7
ES,09134000,15085253.45,38,38,205044546.38000005,133,133
ES,09134100,4960033.13,15,15,3292174.38,29,29
ES,09134200,602638.78,1,1,365359.93,4,4
ES,09200000,140520.1,6,6,319859.6,1,1
ES,09211000,401130.60000000003,4,4,1443847.5499999998,4,4
ES,09211100,1311000.0,4,4,506559.77,3,3
ES,09330000,1356955.4,6,6,2551573.0,2,2
ES,09331000,36437765.98,25,95,46184517.280000016,29,101
ES,09331200,2420195.7199999997,11,11,3279685.54,2,2
ES,09332000,4865864.33,17,17,576191.98,3,3
ES,09344000,1223476.5999999999,5,6,468221.0,2,2
ES,14200000,0.05,5,5,0.02,2,2
ES,14210000,1864727.9800000011,258,258,437544.19,21,21
ES,14212000,105215.70999999999,5,5,106384.3,1,1
ES,14212310,43094392.86,30,62,21453668.060000002,15,35
ES,14620000,0.08,8,249,0.08,8,249
ES,14622000,893528.3300000001,86,86,0.05,5,5
ES,15000000,85884863.74,548,548,34761203.28000001,157,157
ES,15100000,3088170.1100000003,38,38,1283717.5100000002,16,16
ES,15110000,482916.22000000003,5,5,757583.53,4,4
ES,15130000,310266.44999999995,5,5,319064.65,3,3
ES,15221000,205780.75,3,3,449939.0,1,1
ES,15241400,20370000.0,6,6,42716000.0,10,10
ES,15300000,1758252.44,3,3,546509.42,7,7
ES,15331400,7628515.28,3,3,17856904.72,6,6
ES,15411100,399155.44999999995,8,8,836089.0,3,3
ES,15500000,2372919.88,14,14,1138589.72,5,5
ES,15612000,291302.0,5,5,103854.78,2,2
ES,15712000,238051.53,5,5,607908.9,4,4
ES,15800000,6497999.77,85,86,12173295.21,22,22
ES,15810000,859788.48,6,6,45264.72,1,1
ES,15882000,17728.03,1,1,23561.1,2,2
ES,15890000,661895.71,7,7,3958131.83,14,14
ES,15896000,2272344.58,13,13,269036.4,3,3
ES,16600000,6094870.25,13,23,3487521.0,6,6
ES,16700000,4164585.0,7,7,3451200.0,3,3
ES,18000000,31600893.65,120,120,10596951.91,28,28
ES,18100000,30342314.319999997,177,177,30631570.170000006,48,48
ES,18110000,1476707.4299999997,53,53,8561332.030000001,2,2
ES,18130000,3463.5699999999997,51,51,663.84,11,11
ES,18140000,2388.17,3,3,902782.0,2,2
ES,18141000,148097.6,13,13,45626.5,4,4
ES,18210000,22.37,1,1,165.17,1,1
ES,18424300,9444974.19,21,21,408128.0,1,1
ES,18800000,435168.0,8,8,31168.0,1,1
ES,18935000,588996.0,6,6,47385.729999999996,2,2
ES,22000000,4097570.97,16,16,230785.6,2,2
ES,22110000,11253335.03,62,62,106666.87000000001,5,5
ES,22113000,88930037.33999999,85,121,18927023.91,11,47
ES,22200000,568002.22,2,2,3482222.4399999995,10,10
ES,22211000,1658987.0,3,3,3595613.7300000004,15,15
ES,22450000,187059.77,1,1,248000.0,1,1
ES,22900000,928159.96,3,3,141707.97,1,1
ES,22990000,204654.41,1,1,1430000.0,3,3
ES,24100000,26152.0,1,1,10717541.6,27,31
ES,24111500,236432.0,2,2,839008360.33,42,42
ES,24111600,430000.0,1,1,6236336.29,2,2
ES,24310000,4169.76,20,20,18271.27,34,34
ES,24312220,705767.0,4,4,1419217.0,5,5
ES,24313123,2253600.0,1,1,4557050.0,8,8
ES,24327000,698686.0,5,5,39300.0,1,1
ES,24450000,3395223.8,18,18,160950.0,1,1
ES,24452000,3288278.4,8,8,1597950.0,3,3
ES,24455000,2147647.05,24,24,452178.28,3,3
ES,24900000,74049.95,16,16,900.0,1,1
ES,24911200,13705.0,2,2,12161.1,2,2
ES,24931250,1135596.02,8,8,612179.75,2,2
ES,24954000,607200.0,2,2,4611264.5,4,4
ES,24958200,5460969.6,5,10,2900000.0,3,8
ES,24958300,1806399.25,5,5,722467.31,2,2
ES,24962000,3195839.05,16,16,2061856.33,14,14
ES,30000000,7990805.690000001,49,49,33767134.86,25,25
ES,30100000,962318.46,17,17,238302.4,1,1
ES,30120000,15773527.72,45,45,13538179.389999999,43,43
ES,30123200,24000.0,1,1,843146.64,2,2
ES,30124150,2.0,4,4,0.5,1,1
ES,30144200,1099800.0,1,1,495499.92,1,1
ES,30190000,247137570.74999994,44,54,97268880.88,10,12
ES,30191000,34255000.0,17,17,18135000.0,9,9
ES,30191400,1850659.15,8,8,4370516.260000001,10,10
ES,30192000,1920599.88,11,11,680000.0,1,1
ES,30192800,458827.0,1,1,1190000.0,2,2
ES,30197000,7010174.72,21,24,179696.74,3,3
ES,30197600,223889.3,8,8,149572.35,2,2
ES,30197630,25725885.509999998,9,19,28914770.840000004,16,26
ES,30197643,1242294.9,9,9,1921659.18,4,4
ES,30199700,427180.36,4,4,175206.61,1,1
ES,30199710,1244855.96,4,4,2375967.45,3,3
ES,30199770,827162.75,1,1,14891448.2,9,9
ES,30200000,116769559.75000003,223,306,245197363.43,201,203
ES,30211100,1624096.5,2,2,11499900.0,1,1
ES,30211300,3795651.88,11,18,16188430.53,8,15
ES,30213000,7282448.06,61,61,85533773.14999999,73,73
ES,30213100,5150720.859999999,17,17,4950931.89,9,9
ES,30213200,598004.8,2,2,278500.0,1,1
ES,30213300,869508.0,5,5,678032.0800000001,4,4
ES,30216100,2531928.0,3,3,626852.0,1,1
ES,30216110,377259.39,7,7,877026.0,2,2
ES,30230000,3620767.99,11,11,2528959.3400000003,7,7
ES,30231000,1531458.6400000001,4,4,6649917.76,5,5
ES,30231100,211808.93,2,2,670055.98,1,1
ES,30231300,6874999.62,7,7,9895461.06,6,6
ES,30236000,6318863.0,26,26,8293891.4,5,5
ES,30237300,2250188.98,9,9,470116.78,1,1
ES,31000000,37960740.94,85,99,8440399.31,29,200
ES,31100000,517327.11,2,2,1114474.67,4,4
ES,31110000,1980693.69,6,6,5028740.6,2,2
ES,31121000,1300151.1400000001,5,5,1257972.54,1,1
ES,31128000,680000.0,1,1,6388767.66,1,2
ES,31154000,5201544.56,4,4,260150538.37000003,31,31
ES,31158000,454126.0,1,1,14435133.26,3,3
ES,31170000,125840.69,1,1,6031973.45,5,5
ES,31200000,345471.7,1,1,791564.14,2,2
ES,31214500,655007.24,6,6,145087.06,2,2
ES,31320000,0.04,4,4,0.02,2,2
ES,31440000,1056548.77,3,3,7146948.61,2,2
ES,31500000,15681516.08,55,55,10760942.399999999,35,35
ES,31518600,754346.23,7,7,21300.0,1,1
ES,31527200,7145417.029999999,20,20,6506421.27,8,8
ES,31527260,734895.14,3,3,127551.56000000001,3,3
ES,31680000,2255009.8699999996,11,11,409700.64,4,4
ES,31700000,547121.29,7,7,192.06,2,2
ES,31711100,410947.0,15,15,1496696.6,1,1
ES,31711140,1038800.0,1,1,479320.0,1,1
ES,31711200,443050.27,3,3,156493.14,2,2
ES,31712110,8100000.0,1,1,495800.98,2,2
ES,31720000,249578.0,2,2,808271220.0,5,9
ES,31730000,816688.0,7,7,290325.0,3,3
ES,32234000,6790.0,1,1,220758.0,1,1
ES,32235000,144341.0,1,1,1883190.47,2,2
ES,32260000,212412.0,1,1,2726477.04,1,1
ES,32300000,549132.8200000001,2,2,514064.47,1,1
ES,32320000,359620720.3,34,34,160559684.31,17,17
ES,32321300,966836.51,2,2,5800361.449999999,4,4
ES,32323500,500196.08,4,4,14271803.16,4,4
ES,32333200,1622724.66,9,9,7568154.63,6,6
ES,32340000,311174.88,2,2,306627.2,2,2
ES,32342410,1579535.35,20,20,604406.34,5,5
ES,32351200,13435282.82,11,11,555710.0,1,1
ES,32400000,4315453.86,8,8,6507485.760000001,7,7
ES,32412100,61600.86,1,1,16314602.51,18,18
ES,32415000,520500.56,1,1,536990.0,1,1
ES,32420000,3707048.19,7,7,17673838.84,18,18
ES,32423000,316213.42,3,3,513204.52,2,2
ES,32424000,3917302.8599999994,6,6,21611331.61,11,11
ES,32500000,42463336.41,44,47,203404633.64000002,41,45
ES,32510000,929945.23,1,1,132250185.22,6,8
ES,32522000,1191065.0,2,3,16324719.98,15,18
ES,32524000,791669.6799999999,3,3,2142156.81,3,3
ES,32546000,378385.25,1,1,656910.89,1,1
ES,32562000,0.01,1,1,1473683.36,4,4
ES,32570000,1769297.1600000001,2,2,3688763.1500000004,3,3
ES,32571000,601499.9500000001,2,2,12007638.91,2,2
ES,32573000,1672337.46,2,2,1905928.44,2,2
ES,32580000,745008.0,1,1,577585.01,1,1
ES,33100000,425391598.77,432,436,643595114.43,291,295
ES,33110000,2089813.08,6,6,2408128.76,9,9
ES,33111000,4041876.31,18,18,12691186.29,24,24
ES,33111600,673757.0,3,3,103870.0,1,1
ES,33111610,742710.6599999999,4,4,29589963.8,26,26
ES,33111650,2032795.0,7,7,1405676.0,4,4
ES,33120000,907559.42,3,7,5209877.02,6,10
ES,33122000,2763206.2,20,20,4559701.85,43,43
ES,33124000,1679479.5,7,7,3309880.51,9,9
ES,33124120,637586.61,8,8,8633129.76,27,28
ES,33124131,1228673.41,7,7,2160028.13,11,11
ES,33124200,796957.63,5,5,5431079.65,11,11
ES,33130000,1142963.4200000002,12,12,350511.5,4,4
ES,33140000,164491871.66999996,819,837,279268671.55,1354,1356
ES,33141000,11249426.49,111,111,43797075.339999996,196,196
ES,33141100,626699.02,11,11,4110933.59,43,43
ES,33141110,10877349.979999999,191,288,13706592.58,313,414
ES,33141114,69169145.10000001,184,184,6805444.11,12,12
ES,33141119,167772.24,13,13,39672.0,3,3
ES,33141120,4223572.42,40,40,10152318.139999999,67,67
ES,33141121,609813.71,15,15,5495163.31,47,47
ES,33141125,2145321217.8600001,35,89,2146347241.3400002,56,110
ES,33141200,6256282.99,32,40,25175358.900000002,121,129
ES,33141210,948331.9199999999,6,6,1824425.2,17,17
ES,33141220,2484912.81,21,21,2387629.87,34,34
ES,33141240,237714.6,5,5,190512.0,1,1
ES,33141300,2323831.82,19,19,3283756.9699999997,20,20
ES,33141310,6836882.45,175,175,9182891.059999999,126,126
ES,33141320,1052422.6099999999,24,24,1303712219.4300015,187,187
ES,33141324,800.0,8,8,400.0,4,4
ES,33141410,95277.6,1,1,41504.0,2,2
ES,33141420,315809.67,9,9,1152960.0,5,5
ES,33141600,94300.0,1,1,907369.1,13,13
ES,33141615,21154.0,2,2,50780.0,2,2
ES,33141624,328994.15,5,5,165600.0,1,1
ES,33141625,527922.14,6,6,17041357.2,12,12
ES,33141641,1644372.57,19,19,9218468.87,69,69
ES,33141700,775866.78,16,16,989660.48,7,7
ES,33141750,302070.0,3,3,585669.0,1,1
ES,33141760,43661.39000000001,5,5,82192.92,1,1
ES,33141770,4071922.4899999993,9,9,3281597.21,15,15
ES,33150000,497385.0,1,1,2972506.25,3,3
ES,33151000,1932276.0,4,4,1070848.0,4,4
ES,33151400,405011.37,11,11,266770.0,2,2
ES,33153000,498000.0,1,1,385200.0,1,1
ES,33155000,135850.0,3,3,160722.0,3,3
ES,33157000,475738.73,5,5,526450.7000000001,11,11
ES,33157400,1170929.65,4,4,1289629.17,3,3
ES,33158000,332087.36,13,13,18704.96,1,1
ES,33161000,239198.89,7,7,247090.72,2,2
ES,33162000,5941524.05,16,16,22856317.3,19,19
ES,33162100,5389023.89,31,31,21643305.759999998,26,26
ES,33168000,7302888.16,21,21,18861781.900000002,102,107
ES,33169000,405212.69999999995,6,6,4095297.0000000005,54,54
ES,33172000,830619.0,9,9,114848.56,2,2
ES,33172100,1685102.25,4,4,5831526.72,9,9
ES,33181000,33900.0,1,1,15442960.92,36,36
ES,33181520,1686517.7000000004,9,9,8726787.67,6,6
ES,33182100,6098667.88,15,15,6795727.83,14,14
ES,33182200,1603195.0,4,4,10996302.68,27,27
ES,33182210,24889957.82,31,69,58716442.82,54,92
ES,33182220,5034904.02,9,9,14702501.0,26,36
ES,33183200,9610359.469999999,37,89,15236549.28,43,90
ES,33183300,792033.0,16,16,1672830.0,17,17
ES,33184000,2441873.9699999997,14,14,17277138.59,45,45
ES,33184200,1427138.3399999999,11,11,6848401.800000001,41,41
ES,33184300,22548089.37,138,138,43920548.830000006,166,166
ES,33184400,215580.0,3,3,500300.0,5,5
ES,33190000,5049407.62,63,63,7089021.51,45,45
ES,33191000,1931716.29,4,4,3543551.0,7,7
ES,33192000,9824890.53,54,223,8771453.23,31,125
ES,33192100,6179291.5600000005,12,12,2812705.17,4,4
ES,33192120,6896188.78,14,14,3249268.28,8,8
ES,33192160,439652.0,3,3,165900.0,1,1
ES,33192230,3265009.42,6,6,2177501.12,4,4
ES,33192300,4310311.07,8,8,570534.92,9,9
ES,33193224,1331026.0,5,5,598125.44,3,3
ES,33193225,977167.0,16,21,4884710.9,29,39
ES,33194110,4143165.71,4,8,5602792.71,7,11
ES,33194120,110080.0,1,1,834524.45,2,2
ES,33194210,347100.0,1,1,1759538.38,2,2
ES,33195000,1774924.0,3,3,131295424.47999999,21,21
ES,33195100,337327.01,1,1,795064.0,3,3
ES,33199000,124635.0,1,1,95000.0,2,2
ES,33600000,186306614.45999998,160,826,6016036221.4,1156,1831
ES,33631600,566295.5,4,7,768914.26,8,16
ES,33651100,591341.32,5,14,3621351.8200000003,30,66
ES,33651400,311148.5,1,1,1683356.54,1,1
ES,33651600,276500.0,2,2,298488191.5,96,96
ES,33652000,5759196.5,8,25,47520659.92,71,98
ES,33652100,419713.72,1,1,37144886.449999996,27,27
ES,33652200,5165139.2,1,13,7432739.15,2,14
ES,33660000,758508.1699999999,6,15,7595810.05,28,40
ES,33661000,26613.67,1,1,3375513.31,3,3
ES,33681000,259801.85,4,4,155780.18,2,2
ES,33690000,920950212.13,104,568,1052763290.53,310,806
ES,33692000,1.52,3,3,7360471.58,23,23
ES,33692300,2011885.7600000002,4,19,2122126.57,6,21
ES,33695000,228000.0,1,1,5617904.11,13,13
ES,33696100,298053.23,4,4,570630.0,2,2
ES,33696200,9010042.33,12,12,11131431.280000001,18,18
ES,33696300,3632699.73,13,13,10666615.3,9,12
ES,33696400,34803.3,1,1,3185520.0,9,9
ES,33696500,72295984.27,174,300,204140158.0,329,420
ES,33696800,15705070.149999999,5,21,16614688.7,9,25
ES,33700000,19159900.93,68,68,3971101.41,21,21
ES,33731110,1229106.25,12,12,8008596.0,22,22
ES,33751000,13222276.8,15,28,1702693.3400000003,9,23
ES,33760000,710480.28,9,9,2449560.0,4,4
ES,33770000,8287086.499999999,22,24,2051499.62,4,6
ES,33793000,64430.729999999996,7,7,1508497.6,14,14
ES,33910000,667007.1,12,16,101510.04000000001,2,7
ES,34000000,3158858.5200000005,11,11,6489480.76,4,5
ES,34100000,53051339.65,101,101,175405706.62,172,172
ES,34110000,1643933.53,18,18,7103024.609999999,23,23
ES,34111200,4770885.9799999995,13,13,20875164.7,22,22
ES,34113000,1772556.68,3,3,44837.63,1,1
ES,34113200,12838202.200000001,12,12,1261470.0,1,1
ES,34114000,1986250.0,4,4,1035480.0,3,3
ES,34114100,5560220.0,4,4,8108194.15,1,1
ES,34114121,3635849.0,3,3,19523094.060000002,4,4
ES,34114200,22856221.399999995,49,49,43865177.13,23,23
ES,34115200,1021891.86,2,2,144334.44,1,1
ES,34120000,119000.0,1,1,140229.88,1,1
ES,34121100,59399400.0,7,7,156899801.92000002,24,24
ES,34134000,554856.0,3,3,335400.0,4,4
ES,34139100,730832.6,3,3,2356376.8,8,8
ES,34140000,4486406.48,3,3,702300.0,2,2
ES,34142000,1256873.46,8,8,822431.0,9,9
ES,34144000,3975250.0,12,12,1303075.0,3,3
ES,34144200,5400377.32,20,20,7176000.0,1,1
ES,34144210,4927730.0,10,10,10518620.22,8,8
ES,34144211,2266730.0,4,4,1034900.0,2,2
ES,34144212,7694750.49,18,18,15076844.0,5,5
ES,34144430,1355042.4,6,6,1495280.15,8,8
ES,34144431,508340.0,2,2,5585500.0,5,5
ES,34144510,2215954.62,8,8,243882.09,1,1
ES,34144511,1768850.21,6,6,3383483.74,8,8
ES,34144512,1600213.1400000001,5,5,4871626.0,14,14
ES,34144700,3708751.1,8,8,256754.88,2,2
ES,34144740,7440000.0,3,3,4800000.0,2,2
ES,34144900,3528267.3500000006,31,31,4555859.76,16,16
ES,34144910,1647833.3599999999,2,2,3182000.0,2,2
ES,34223300,177700.0,2,2,418912.0,1,1
ES,34300000,3801898.9000000004,48,49,10675595.39,16,16
ES,34320000,2.0,2,5,3043651.0,5,5
ES,34330000,2740773.2499999995,67,67,2761042.96,11,11
ES,34350000,4385482.819999999,9,9,1636323.5,7,7
ES,34351100,841608.96,1,1,8235198.9,7,7
ES,34352200,39730.0,1,1,114600.0,1,1
ES,34422000,210000.0,1,1,48860660.0,1,1
ES,34630000,2747654.75,1,1,17512856.11,11,11
ES,34631000,2075345.51,4,4,38527433.76,10,11
ES,34711000,225000.0,1,1,106282000.0,1,1
ES,34731000,4320000.0,6,6,4810920.7700000005,13,13
ES,34741000,7665841.0,5,5,111650.0,1,1
ES,34913000,1549121.0299999998,14,31,1294958.55,6,6
ES,34922000,247400.0,5,5,24837382.020000003,5,5
ES,34923000,1904099.1800000002,3,3,9201341.629999999,4,4
ES,34924000,217460.1,1,1,663466.7,1,1
ES,34927000,136525.63,3,3,26547.2,1,1
ES,34927100,297109.6,1,1,81.19,2,2
ES,34928400,3813104.0300000003,24,24,7024409.79,12,12
ES,34928470,2128102.6100000003,15,15,729758.23,7,7
ES,34928471,1813227.5,8,8,593302.56,4,4
ES,34928480,7642430.07,28,41,1269959.99,9,22
ES,34928500,436204.74,2,2,1163316.39,5,5
ES,34928510,1411646.8599999999,4,4,535558.67,1,1
ES,34928530,2620514.7699999996,8,8,3553366.16,10,10
ES,34946120,876675.8200000001,4,4,2449969.0,3,3
ES,34947100,68100627.52000001,19,32,73767023.95000002,21,35
ES,34951000,396037.61,1,1,80779.89,1,1
ES,34963000,624890.65,1,1,574123.0,1,1
ES,34970000,12132935.27,4,4,7129740.53,8,8
ES,34991000,1241132.46,3,3,7389399.31,20,20
ES,34996000,2454297.71,7,7,166095.67,1,1
ES,35000000,2465859.2800000003,21,21,1655332.9800000002,7,7
ES,35100000,577295.0,1,1,1327736.46,2,2
ES,35110000,1331014.13,24,24,550000.0,1,1
ES,35113400,4362904.65,42,42,1368857.45,18,18
ES,35113410,1613239.0,4,4,305815.0,1,1
ES,35125000,150500.56,2,2,468987.15,1,1
ES,35125100,626804.0,3,3,467987.25,2,2
ES,35125300,2185003.25,5,6,896218.1200000001,4,4
ES,35220000,363500.0,2,2,1440000.0,2,2
ES,35300000,2389668.16,3,3,1150200.0,1,1
ES,35330000,1879979.4,2,2,299956.0,1,1
ES,35331000,1356558.0,3,3,568200.0,3,3
ES,35500000,22000.0,1,1,178000.0,2,2
ES,35810000,235791.23,5,5,661.6,2,2
ES,35811100,815014.8800000001,21,21,636206.44,5,5
ES,35811200,7558126.38,31,31,4099945.18,9,9
ES,35811300,12393428.51,10,10,14610000.0,5,5
ES,35815000,1758412.0,4,4,311760.0,1,1
ES,35815100,2108102.06,4,4,495785.0,1,1
ES,37000000,712726.76,12,12,458950.0,1,1
ES,37400000,2267064.5300000003,12,12,787913.22,6,6
ES,37535100,409011.45999999996,4,4,47000.0,1,1
ES,37535210,1652309.2600000002,6,6,749816.85,2,2
ES,37535250,522701.41000000003,2,2,434883.12,2,2
ES,37800000,216000.0,1,1,230780.0,1,1
ES,38000000,69803900.30999999,142,736,136811244.15,37,40
ES,38112100,145790.0,5,5,1278000.0,1,1
ES,38290000,1629827.0,3,3,1620103.71,2,2
ES,38300000,855777.4299999999,5,5,639161.59,10,10
ES,38341500,94500.0,1,1,332988.5,1,1
ES,38400000,5354865.45,7,7,3592218.04,12,12
ES,38421100,2169139.31,11,11,6573841.8,19,19
ES,38424000,465000.0,1,1,601405.05,3,3
ES,38430000,2889989.9,8,8,5206748.98,13,13
ES,38432000,1157695.65,18,18,303900.0,2,2
ES,38432200,4084119.98,9,9,4605382.57,11,11
ES,38433000,2691096.2800000003,7,7,1531327.32,3,3
ES,38433100,3766990.88,8,8,7211887.629999999,13,13
ES,38434510,500000.0,2,2,4553157.78,8,8
ES,38500000,744164.0700000001,3,3,239500.0,1,1
ES,38510000,7946221.0,18,18,1366781.52,2,2
ES,38511100,3073305.0,3,3,2341764.0,3,3
ES,38515200,2239663.24,3,3,2668151.94,3,3
ES,38519000,348000.0,1,1,593000.0,1,1
ES,38540000,724449.0,15,15,10234977.24,11,11
ES,38552000,6436500.0,5,5,60384235.0,4,10
ES,38570000,400344.4,1,1,268480.0,1,1
ES,38630000,535000.0,1,1,975000.0,2,2
ES,38730000,1511113.76,4,4,1917090.0699999998,2,2
ES,39000000,36553675.059999995,137,137,6985552.42,20,20
ES,39100000,67114146.53,170,270,52315835.370000005,83,169
ES,39111200,224640.0,1,1,198304.0,1,1
ES,39112000,1301264.1400000001,12,12,93280.0,4,4
ES,39120000,70247.94,2,2,174089.15,9,9
ES,39130000,5125712.51,16,16,1390328.71,7,7
DE,55521200,2431298.0,3,3,3064604.92,2,2
DE,55524000,12631357.739999998,81,89,8290372.08,22,30
DE,60112000,122150347.85,93,124,82758869.94000003,48,108
DE,63000000,4626092.0,2,3,114012.98999999999,2,3
DE,63510000,9898892.0,1,1,304151.01,3,3
DE,64120000,295060.77000000014,30,30,768883.75,1,1
DE,64210000,38390941.71,13,14,36434259.779999994,23,26
DE,64214400,2723896.0,1,1,22343293.06,5,5
DE,64216200,0.01,1,1,4050628.26,8,8
DE,66510000,1418469.88,9,9,9653950.889999997,26,38
DE,66515000,314610.04,1,1,3654003.01,5,5
DE,71240000,1087566447.3499997,850,926,146333898.14999998,118,353
DE,71311300,1826001.0,4,4,3.0,3,3
DE,71351900,1.0,1,1,0.01,1,1
DE,71356000,1390868.32,6,12,26147682.14,5,7
DE,71356100,35000.0,1,1,0.0,0,1
DE,71356300,15.0,15,15,4789377.78,1,1
DE,71631400,0.0,0,3,643180.0,1,3
DE,72200000,54949075.73,79,81,40488768.63,53,68
DE,72267000,7605695.879999999,18,18,12242130.809999999,25,26
DE,72300000,7077994.46,10,10,14604320.79,11,12
DE,72400000,44930520.07,9,11,856035983.39,23,23
DE,73112000,2433527.44,4,4,681454.6799999999,2,2
DE,73200000,4668806.7,7,7,15334150.02,6,6
DE,75131100,14926029.14,21,21,28686843.05,18,18
DE,77211000,1502577.3,38,38,11245493.7,92,92
DE,77211500,12596335.280000001,119,125,2.03,5,5
DE,77311000,1536571.58,4,4,1146175.87,1,1
DE,77341000,4221967.63,41,45,2.05,7,7
DE,79314000,42000.01,2,2,0.01,1,1
DE,79416200,6309584.049999999,9,11,421720.0,1,1
DE,79510000,1168915.2,1,1,694090.01,2,2
DE,79610000,4495053.03,16,22,1786018.01,30,30
DE,79631000,187200.0,1,1,0.01,1,1
DE,79633000,334206.03,25,25,0.01,1,1
DE,79710000,149746667.68,168,210,173637890.29999998,119,171
DE,79950000,18506348.68,38,39,442394.01,3,3
DE,79952100,1745903.4,5,5,1758920.0,2,2
DE,79995100,0.05,5,5,247640.0,1,1
DE,80000000,219194432.76000008,506,644,221090342.49000004,947,1067
DE,80200000,975400.03,4,5,0.01,1,2
DE,80430000,181040.0,1,1,0.01,1,1
DE,80510000,0.01,1,1,887860.02,3,3
DE,85147000,2245218.08,71,71,344794.96,8,8
DE,85312000,31161237.140000008,32,32,1129313.07,8,8
DE,85312100,86673090.73,73,73,22921487.53,9,9
DE,85320000,39654840.65999999,14,14,0.03,3,3
DE,90400000,4309483.32,33,33,11095838.629999999,6,6
DE,90491000,6334744.210000001,27,27,1898843.96,10,10
DE,90510000,3976899.479999999,41,41,22856401.34,45,45
DE,90512000,133950.05000000002,6,6,28452218.0,6,6
DE,90900000,34143903.0,116,118,13258641.759999996,53,53
DE,92370000,3300000.0,2,2,962300.0,1,1
DE,92512000,836527.85,1,1,354126.0,1,1
DE,98336000,265227.2,1,1,64.26,1,1
DK,30000000,7258454.76,1,1,457713116.11,8,8
DK,30211100,1046964.89,1,1,638340.77,1,1
DK,31214120,1392660.0,1,1,474785.43,1,1
DK,33141000,244292961.73000005,104,104,152526345.38,82,82
DK,33141110,2382427.4899999998,25,25,4448536.12,32,32
DK,34110000,600421.5000000001,7,7,1613553.98,2,4
DK,37520000,18052045.810000002,9,9,1115651.38,4,4
DK,38550000,0.0,0,1,4032474.86,1,2
DK,45231300,6566581.4,1,1,32256908.549999997,8,8
DK,45232140,8947429.83,1,3,20329829.47,1,2
DK,50530000,1102209.8,1,1,1737855.79,2,2
DK,66000000,84200.89,1,1,48060654.78,100,100
DK,66510000,3189084.66,18,18,72242482.74,183,191
DK,71356000,26883165.76,1,1,1048443464.6899998,19,19
DK,71500000,909121.46,2,2,5004988.71,3,3
DK,73220000,4033884.63,1,1,2578586.21,6,6
DK,77210000,87692886.75,36,36,2150207.77,3,3
DK,90460000,478757.16,1,2,13087336.690000001,7,7
DK,90491000,1083667.13,1,1,12588082.690000001,10,18
DK,90513000,2073015.1999999997,8,8,5283608.9,19,19
DK,90513700,402145.28,1,1,13783454.740000002,6,6
DK,90620000,14839536.499999998,79,79,6529234.96,39,39
DK,98310000,2059392.17,2,2,33658591.31,12,12
DK,98350000,4032474.86,1,1,5443841.07,1,1
